year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2001,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,76.09718849482145,Million tonnes/yr,206.5383490814563
2001,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.147753919678546,Million tonnes/yr,71.63713912147213
2002,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,81.04729101787379,Million tonnes/yr,219.9736155231956
2002,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,23.280024617126205,Million tonnes/yr,69.06291855530746
2003,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.94250397513493,Million tonnes/yr,252.25887723601497
2003,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.627758229165075,Million tonnes/yr,76.02774517832216
2004,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.34892979226238,Million tonnes/yr,231.6488611975803
2004,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.69370835597357,Million tonnes/yr,73.25677687481944
2005,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.29127152466528,Million tonnes/yr,250.491341827037
2005,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.918199608856305,Million tonnes/yr,73.92275645899964
2006,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.66626943926224,Million tonnes/yr,265.0798334330399
2006,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.25852420295935,Million tonnes/yr,74.93236921119647
2007,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.46955691087057,Million tonnes/yr,264.54592828278044
2007,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.818114350043814,Million tonnes/yr,76.59245889701305
2008,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,94.96980121769622,Million tonnes/yr,257.7612437998532
2008,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,26.50348194793975,Million tonnes/yr,78.62568211616343
2009,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,87.66007126059395,Million tonnes/yr,237.9216204519564
2009,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.745444502706047,Million tonnes/yr,67.47702405946032
2010,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.5573283317243,Million tonnes/yr,232.2144838065467
2010,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.670921713975694,Million tonnes/yr,67.25594348187312
2011,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,90.05412926709063,Million tonnes/yr,244.4194267184877
2011,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,20.404306152394064,Million tonnes/yr,60.53176305250427
2012,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,80.28667333649999,Million tonnes/yr,217.9091933901256
2012,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.4160391947,Million tonnes/yr,54.633336344466514
2013,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,60.579697010073,Million tonnes/yr,164.42171985324765
2013,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.266352176615,Million tonnes/yr,54.18927228058291
2014,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,57.596329187611346,Million tonnes/yr,156.32444481665542
2014,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,15.11799542188565,Million tonnes/yr,44.849303371144266
2015,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,50.586582937367766,Million tonnes/yr,137.29901895478196
2015,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.278063724134233,Million tonnes/yr,39.390930578202564
2016,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,8.907515583859611,Million tonnes/yr,24.176235673055206
2016,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,2.338061847544389,Million tonnes/yr,6.9361342013118055
2017,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,6.2614533261980005,Million tonnes/yr,16.994454833657027
2017,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.4083280420929998,Million tonnes/yr,10.11120416976161
2018,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,0.539780459155,Million tonnes/yr,1.2789710429589585
2018,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.690828269377,Million tonnes/yr,15.445699097584836
2018,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.310078926799,Million tonnes/yr,12.78635374249066
2019,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,3.7185884068510004,Million tonnes/yr,8.810928243846673
2019,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.936677856656,Million tonnes/yr,16.112969057005447
2019,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,9.731470563623,Million tonnes/yr,28.869546747147403
2020,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,2.203574345021,Million tonnes/yr,5.980807127057797
2020,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,10.832804139109001,Million tonnes/yr,32.13678173838791
2021,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,1.147600471985,Million tonnes/yr,3.1147472275537726
2021,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.279506489262,Million tonnes/yr,39.39521070986703
2022,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,0.8164746441,Million tonnes/yr,2.216025695492803
2022,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.551664703962,Million tonnes/yr,40.202599916928115
1988,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,0.907194049,Million tonnes/yr,2.4622507727697807
1989,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,2.0487465603559354,Million tonnes/yr,5.560582994351005
1990,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,3.1902990726190645,Million tonnes/yr,8.658915218394482
1991,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,4.331851583975,Million tonnes/yr,11.757247439975702
1992,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,5.4734040953309355,Million tonnes/yr,14.855579661556929
1993,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,6.614956607594064,Million tonnes/yr,17.953911885600405
1994,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,7.75650911895,Million tonnes/yr,21.05224410718163
1995,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,8.898061630305936,Million tonnes/yr,24.150576328762853
1996,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,10.039614145290646,Million tonnes/yr,27.248908560193076
1997,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,11.181166653924999,Million tonnes/yr,30.347240774387547
1998,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,12.322719162559354,Million tonnes/yr,33.44557298858202
1999,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,13.464271680265647,Million tonnes/yr,36.543905227399
2000,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.605824188900003,Million tonnes/yr,39.64223744159347
2001,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.242946569299999,Million tonnes/yr,38.65733713248555
2002,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.9624421702,Million tonnes/yr,48.75256530084166
2003,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.5995645506,Million tonnes/yr,47.767664991733746
2004,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,19.5953914584,Million tonnes/yr,53.18461669182727
2005,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.033203306022,Million tonnes/yr,48.944620861117706
2006,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.530345644874,Million tonnes/yr,50.293934284595544
2007,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,25.175542053799003,Million tonnes/yr,68.32992119513419
2008,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,23.640569722891,Million tonnes/yr,64.16379288760773
2009,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.7705706299,Million tonnes/yr,61.802494396521496
2010,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.4076930103,Million tonnes/yr,60.817594087413596
2011,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,24.0406422985,Million tonnes/yr,65.24964547839919
2012,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,26.504581335584,Million tonnes/yr,71.93711857724192
2013,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,58.967613185,Million tonnes/yr,160.04630023003574
2014,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,56.985394187935,Million tonnes/yr,154.6662822915338
2015,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,50.371042376676,Million tonnes/yr,136.7140119072693
2016,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.760863657617,Million tonnes/yr,113.34478982291132
2017,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.612083833580996,Million tonnes/yr,112.94098069617709
2018,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,42.095618261698,Million tonnes/yr,114.25336035806336
2019,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,43.274063331349,Million tonnes/yr,117.45182411189131
2020,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.452508401,Million tonnes/yr,120.65028786571926
2021,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.452508401,Million tonnes/yr,120.65028786571926
2022,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,49.895672695,Million tonnes/yr,135.42379250233796
1909,Anglo American,Investor-owned Company,Thermal Coal,0.306465,Million tonnes/yr,0.7261468140102946
1910,Anglo American,Investor-owned Company,Thermal Coal,0.360527,Million tonnes/yr,0.8542428414817009
1911,Anglo American,Investor-owned Company,Thermal Coal,0.3890155,Million tonnes/yr,0.9217442968222205
1912,Anglo American,Investor-owned Company,Thermal Coal,0.417504,Million tonnes/yr,0.9892457521627397
1913,Anglo American,Investor-owned Company,Thermal Coal,0.4459925,Million tonnes/yr,1.0567472075032591
1914,Anglo American,Investor-owned Company,Thermal Coal,0.474481,Million tonnes/yr,1.1242486628437784
1915,Anglo American,Investor-owned Company,Thermal Coal,0.5029695,Million tonnes/yr,1.1917501181842978
1916,Anglo American,Investor-owned Company,Thermal Coal,0.531458,Million tonnes/yr,1.2592515735248173
1917,Anglo American,Investor-owned Company,Thermal Coal,0.5599465,Million tonnes/yr,1.3267530288653369
1918,Anglo American,Investor-owned Company,Thermal Coal,0.588435,Million tonnes/yr,1.3942544842058562
1919,Anglo American,Investor-owned Company,Thermal Coal,0.6169235,Million tonnes/yr,1.4617559395463753
1920,Anglo American,Investor-owned Company,Thermal Coal,0.645412,Million tonnes/yr,1.529257394886895
1921,Anglo American,Investor-owned Company,Thermal Coal,0.93639,Million tonnes/yr,2.218708874328552
1922,Anglo American,Investor-owned Company,Thermal Coal,1.227368,Million tonnes/yr,2.908160353770209
1923,Anglo American,Investor-owned Company,Thermal Coal,1.518346,Million tonnes/yr,3.5976118332118667
1924,Anglo American,Investor-owned Company,Thermal Coal,1.809324,Million tonnes/yr,4.287063312653524
1925,Anglo American,Investor-owned Company,Thermal Coal,2.100302,Million tonnes/yr,4.97651479209518
1926,Anglo American,Investor-owned Company,Thermal Coal,2.39128,Million tonnes/yr,5.6659662715368375
1927,Anglo American,Investor-owned Company,Thermal Coal,2.682258,Million tonnes/yr,6.355417750978496
1928,Anglo American,Investor-owned Company,Thermal Coal,2.973236,Million tonnes/yr,7.0448692304201534
1929,Anglo American,Investor-owned Company,Thermal Coal,2.979906,Million tonnes/yr,7.06067331652933
1930,Anglo American,Investor-owned Company,Thermal Coal,2.998714,Million tonnes/yr,7.105237522157723
1931,Anglo American,Investor-owned Company,Thermal Coal,3.2670628,Million tonnes/yr,7.741070736924453
1932,Anglo American,Investor-owned Company,Thermal Coal,3.5354116,Million tonnes/yr,8.376903951691183
1933,Anglo American,Investor-owned Company,Thermal Coal,3.8037604,Million tonnes/yr,9.01273716645791
1934,Anglo American,Investor-owned Company,Thermal Coal,4.0721092,Million tonnes/yr,9.64857038122464
1935,Anglo American,Investor-owned Company,Thermal Coal,4.340458,Million tonnes/yr,10.28440359599137
1936,Anglo American,Investor-owned Company,Thermal Coal,4.6088068,Million tonnes/yr,10.9202368107581
1937,Anglo American,Investor-owned Company,Thermal Coal,4.8771556,Million tonnes/yr,11.556070025524829
1938,Anglo American,Investor-owned Company,Thermal Coal,5.1455044,Million tonnes/yr,12.191903240291557
1939,Anglo American,Investor-owned Company,Thermal Coal,5.4138532,Million tonnes/yr,12.827736455058288
1940,Anglo American,Investor-owned Company,Thermal Coal,5.682202,Million tonnes/yr,13.463569669825016
1941,Anglo American,Investor-owned Company,Thermal Coal,6.296968,Million tonnes/yr,14.920213568024986
1942,Anglo American,Investor-owned Company,Thermal Coal,6.911734,Million tonnes/yr,16.37685746622495
1943,Anglo American,Investor-owned Company,Thermal Coal,7.5265,Million tonnes/yr,17.833501364424915
1944,Anglo American,Investor-owned Company,Thermal Coal,8.141266,Million tonnes/yr,19.290145262624883
1945,Anglo American,Investor-owned Company,Thermal Coal,8.756032,Million tonnes/yr,20.74678916082485
1946,Anglo American,Investor-owned Company,Thermal Coal,9.370798,Million tonnes/yr,22.203433059024817
1947,Anglo American,Investor-owned Company,Thermal Coal,9.985564,Million tonnes/yr,23.66007695722478
1948,Anglo American,Investor-owned Company,Thermal Coal,10.60033,Million tonnes/yr,25.11672085542475
1949,Anglo American,Investor-owned Company,Thermal Coal,11.215096,Million tonnes/yr,26.57336475362472
1950,Anglo American,Investor-owned Company,Thermal Coal,10.98589,Million tonnes/yr,26.030277593094006
1951,Anglo American,Investor-owned Company,Thermal Coal,10.788154,Million tonnes/yr,25.561756338088905
1952,Anglo American,Investor-owned Company,Thermal Coal,11.4906775,Million tonnes/yr,27.226335331750043
1953,Anglo American,Investor-owned Company,Thermal Coal,12.193201,Million tonnes/yr,28.89091432541118
1954,Anglo American,Investor-owned Company,Thermal Coal,11.954668,Million tonnes/yr,28.32572750803785
1955,Anglo American,Investor-owned Company,Thermal Coal,12.3282625,Million tonnes/yr,29.21093285255278
1956,Anglo American,Investor-owned Company,Thermal Coal,12.701857,Million tonnes/yr,30.096138197067717
1957,Anglo American,Investor-owned Company,Thermal Coal,12.778188,Million tonnes/yr,30.27699902117559
1958,Anglo American,Investor-owned Company,Thermal Coal,13.838771,Million tonnes/yr,32.78997429222932
1959,Anglo American,Investor-owned Company,Thermal Coal,13.699284,Million tonnes/yr,32.459469860578544
1960,Anglo American,Investor-owned Company,Thermal Coal,14.390059,Million tonnes/yr,34.096211627005246
1961,Anglo American,Investor-owned Company,Thermal Coal,14.583207,Million tonnes/yr,34.55386194541832
1962,Anglo American,Investor-owned Company,Thermal Coal,14.65343,Million tonnes/yr,34.720250302066695
1963,Anglo American,Investor-owned Company,Thermal Coal,14.572807,Million tonnes/yr,34.52921989211466
1964,Anglo American,Investor-owned Company,Thermal Coal,15.156413,Million tonnes/yr,35.91203240753173
1965,Anglo American,Investor-owned Company,Thermal Coal,18.755,Million tonnes/yr,44.43862593367293
1966,Anglo American,Investor-owned Company,Thermal Coal,17.914,Million tonnes/yr,42.44593681555942
1967,Anglo American,Investor-owned Company,Thermal Coal,17.073,Million tonnes/yr,40.4532476974459
1968,Anglo American,Investor-owned Company,Thermal Coal,14.5718495,Million tonnes/yr,34.526951164610985
1969,Anglo American,Investor-owned Company,Thermal Coal,12.070699,Million tonnes/yr,28.600654631776056
1970,Anglo American,Investor-owned Company,Thermal Coal,13.117403,Million tonnes/yr,31.0807446088104
1971,Anglo American,Investor-owned Company,Thermal Coal,14.35805225,Million tonnes/yr,34.020373930892085
1972,Anglo American,Investor-owned Company,Thermal Coal,15.5987015,Million tonnes/yr,36.960003252973756
1973,Anglo American,Investor-owned Company,Thermal Coal,16.83935075,Million tonnes/yr,39.899632575055435
1974,Anglo American,Investor-owned Company,Thermal Coal,18.08,Million tonnes/yr,42.839261897137106
1974,Anglo American,Investor-owned Company,Metallurgical Coal,0.56966,Million tonnes/yr,1.6899630834270596
1975,Anglo American,Investor-owned Company,Thermal Coal,19.491,Million tonnes/yr,46.182525090547536
